boat_id,time_now,latitude,longitude,wind_velocity,temperature,heading,acceleration_x,acceleration_y,acceleration_z
B42,2025-02-04T11:41:13.500346Z,37.86404839381847,-122.37237555037329,30.21,-2.08,169.79,-1.773,-0.629,-0.705
B42,2025-02-04T11:41:14.500346Z,37.86080994458401,-122.37821322979613,6.97,30.95,347.99,0.453,-0.955,-0.804
B42,2025-02-04T11:41:15.500346Z,37.875385854960186,-122.37136771007445,121.24,2.7,207.25,-1.728,0.7,-1.898
B42,2025-02-04T11:41:16.500346Z,37.86515479772694,-122.37884221049917,53.24,16.21,99.42,1.105,-0.683,-1.675
B42,2025-02-04T11:41:17.500346Z,37.87490236750958,-122.37527254842577,129.32,-7.5,307.43,-0.83,0.421,-1.497
B42,2025-02-04T11:41:18.500346Z,37.87372978600336,-122.37358490984975,30.19,15.67,245.37,-0.266,1.462,-0.336
B42,2025-02-04T11:41:19.500346Z,37.859893417207914,-122.37009021697295,75.76,8.44,78.48,1.152,0.727,0.135
B42,2025-02-04T11:41:20.500346Z,37.86695535199713,-122.38061834719313,73.09,29.43,31.31,-0.869,-1.031,-0.455
B42,2025-02-04T11:41:21.500346Z,37.86661031845105,-122.37508535059918,54.99,-0.16,115.89,-1.461,0.064,-0.66
B42,2025-02-04T11:41:22.500346Z,37.86630684744976,-122.37852689059268,117.0,5.58,79.78,-1.599,-0.819,0.336
B42,2025-02-04T11:41:23.500346Z,37.875454009293854,-122.37641480027058,145.73,32.74,328.88,-1.727,0.585,1.79
B42,2025-02-04T11:41:24.500346Z,37.86646230103594,-122.36845882967643,130.42,2.27,325.7,-0.042,-1.223,-1.203
B42,2025-02-04T11:41:25.500346Z,37.864346882948595,-122.3762263523629,55.31,-7.57,84.04,-0.816,1.704,-0.638
B42,2025-02-04T11:41:26.500346Z,37.865538201331844,-122.3731633436987,29.39,8.59,48.34,0.775,-0.281,-0.88
B42,2025-02-04T11:41:27.500346Z,37.87548466963421,-122.36546901465434,28.37,25.64,257.85,1.718,0.047,1.02
B42,2025-02-04T11:41:28.500346Z,37.86219716665484,-122.36932262003221,134.48,17.23,272.97,1.089,-1.962,1.595
B42,2025-02-04T11:41:29.500346Z,37.86046599598574,-122.37178095540717,64.12,16.4,113.29,-1.161,1.319,-0.082
B42,2025-02-04T11:41:30.500346Z,37.87764771914791,-122.37490515585405,148.85,35.68,303.47,-1.786,1.615,1.647
B42,2025-02-04T11:41:31.500346Z,37.86250537160569,-122.3674024467954,117.58,22.6,88.22,-1.986,1.652,-0.804
B42,2025-02-04T11:41:32.500346Z,37.874742155346134,-122.37688950168362,62.45,-9.83,215.81,1.996,-0.419,-0.241
B42,2025-02-04T11:41:33.500346Z,37.86763279909666,-122.36378274866252,142.64,19.17,116.24,-0.11,-1.312,1.315
B42,2025-02-04T11:41:34.500346Z,37.87369810439532,-122.37616599478211,105.49,39.14,28.65,0.83,-1.953,-1.099
B42,2025-02-04T11:41:35.500346Z,37.863178325376765,-122.37010881756171,63.76,-8.85,5.53,1.081,-1.874,1.364
B42,2025-02-04T11:41:36.500346Z,37.86112396859305,-122.36954282111695,92.01,-6.37,189.24,1.109,0.85,-0.044
B42,2025-02-04T11:41:37.500346Z,37.863772751964035,-122.36377836576368,107.56,21.96,73.75,-1.739,-1.413,0.946
B42,2025-02-04T11:41:38.500346Z,37.87567684458238,-122.36998373169348,97.37,9.12,73.07,0.644,1.922,0.394
B42,2025-02-04T11:41:39.500346Z,37.876694231335385,-122.3689216750571,54.38,4.39,125.61,-0.281,0.154,0.76
B42,2025-02-04T11:41:40.500346Z,37.873912228580195,-122.36271955420025,58.06,10.7,200.97,-1.622,1.482,-0.747
B42,2025-02-04T11:41:41.500346Z,37.86990617222534,-122.36617618505922,108.82,5.0,203.89,1.111,-1.412,-0.526
B42,2025-02-04T11:41:42.500346Z,37.87485814647879,-122.37724305256158,40.57,34.31,206.17,-1.203,0.037,1.162
B42,2025-02-04T11:41:43.500346Z,37.86362273429186,-122.3751472509018,15.44,35.76,10.42,-1.399,1.985,-1.152
B42,2025-02-04T11:41:44.500346Z,37.87564346702437,-122.37543740238554,92.71,28.63,160.84,0.317,-1.044,1.474
B42,2025-02-04T11:41:45.500346Z,37.871054823068285,-122.36939680299359,116.5,-6.07,5.34,0.566,-0.011,-1.055
B42,2025-02-04T11:41:46.500346Z,37.875251135258154,-122.3783719157595,149.83,26.11,225.46,0.546,1.105,-0.733
B42,2025-02-04T11:41:47.500346Z,37.8650996445536,-122.36820041039503,112.27,2.93,197.71,-1.826,1.891,1.969
B42,2025-02-04T11:41:48.500346Z,37.87133882800069,-122.37354292729083,35.48,35.63,350.33,1.167,-0.042,0.25
B42,2025-02-04T11:41:49.500346Z,37.86991744280899,-122.36276234819402,25.58,5.2,240.85,0.458,-0.902,1.446
B42,2025-02-04T11:41:50.500346Z,37.87836836569681,-122.36962772005644,107.56,5.96,117.16,1.941,0.03,-0.717
B42,2025-02-04T11:41:51.500346Z,37.85962055560103,-122.3778444029997,17.62,18.62,150.77,1.413,0.217,0.727
B42,2025-02-04T11:41:52.500346Z,37.868242712936066,-122.36280648233368,53.46,27.42,232.02,-1.718,-0.833,0.054
B42,2025-02-04T11:41:53.500346Z,37.87289422754725,-122.37335813834461,72.29,27.62,74.71,0.164,-1.299,-1.36
B42,2025-02-04T11:41:54.500346Z,37.871258694073575,-122.37092784941132,12.09,8.19,219.49,0.624,-1.092,1.17
B42,2025-02-04T11:41:55.500346Z,37.868060862872504,-122.3684487079811,56.2,8.08,19.24,-1.215,-1.368,1.577
B42,2025-02-04T11:41:56.500346Z,37.85976384466211,-122.3704127100882,70.84,20.22,199.32,1.854,0.253,1.209
B42,2025-02-04T11:41:57.500346Z,37.86197786374982,-122.36584861431818,96.27,5.57,60.43,0.648,1.473,0.678
B42,2025-02-04T11:41:58.500346Z,37.877230719606786,-122.37854235278708,109.44,28.42,327.11,0.367,-1.389,-1.487
B42,2025-02-04T11:41:59.500346Z,37.86414923610777,-122.36286314863867,86.06,-9.67,355.11,0.194,-0.143,-1.443
B42,2025-02-04T11:42:00.500346Z,37.86507119333519,-122.37412426981226,108.9,-5.57,210.76,-1.585,-1.175,-1.469
B42,2025-02-04T11:42:01.500346Z,37.87781517762988,-122.37650547857993,135.64,17.58,345.88,1.579,1.672,-0.9
B42,2025-02-04T11:42:02.500346Z,37.86548048997067,-122.37601912787206,67.72,-8.6,28.92,0.881,-0.885,-1.248
B42,2025-02-04T11:42:03.500346Z,37.878097480726325,-122.36800123354982,139.95,32.22,236.12,1.381,-1.962,-0.649
B42,2025-02-04T11:42:04.500346Z,37.868298239784416,-122.3631347453868,19.12,14.79,276.2,0.06,1.195,1.582
B42,2025-02-04T11:42:05.500346Z,37.860606756484195,-122.37149973278143,12.43,31.31,274.91,-1.689,-1.51,-0.958
B42,2025-02-04T11:42:06.500346Z,37.87104261321185,-122.37740350037568,111.58,27.77,185.57,-0.944,-1.497,1.416
B42,2025-02-04T11:42:07.500346Z,37.86668494952558,-122.3662927263746,113.91,6.33,58.2,-1.6,-0.669,0.338
B42,2025-02-04T11:42:08.500346Z,37.87783027805616,-122.36403956309658,147.37,38.55,154.63,1.831,-0.746,1.682
B42,2025-02-04T11:42:09.500346Z,37.86655460458865,-122.38089543259704,49.76,-0.57,214.36,-0.395,-1.556,1.794
B42,2025-02-04T11:42:10.500346Z,37.86764961407154,-122.3798365466614,100.47,37.9,109.09,1.495,0.323,-0.119
B42,2025-02-04T11:42:11.500346Z,37.86968731495023,-122.36677217335433,127.8,4.93,225.81,1.699,0.975,0.726
B42,2025-02-04T11:42:12.500346Z,37.866400642636734,-122.37809145849504,125.99,-9.92,191.45,-1.631,0.301,1.577
B42,2025-02-04T11:42:13.500346Z,37.85842591844897,-122.37301455770628,114.46,32.15,36.16,-0.421,0.709,-0.562
B42,2025-02-04T11:42:14.500346Z,37.87690758098489,-122.36470532978974,128.61,16.52,287.07,0.289,0.012,-1.36
B42,2025-02-04T11:42:15.500346Z,37.866906184972905,-122.37764572687757,19.44,17.02,251.75,-1.495,1.851,1.978
B42,2025-02-04T11:42:16.500346Z,37.866970964450594,-122.37635554765183,115.82,38.6,58.55,0.072,-0.178,-0.822
B42,2025-02-04T11:42:17.500346Z,37.87237851675497,-122.36235081467632,116.09,32.37,48.04,-1.912,0.902,-1.964
B42,2025-02-04T11:42:18.500346Z,37.86172234054628,-122.36992614914985,131.2,20.77,358.01,-0.875,-0.36,-1.166
B42,2025-02-04T11:42:19.500346Z,37.86529819741002,-122.37770310968673,26.32,-6.84,5.21,0.332,0.65,-1.758
B42,2025-02-04T11:42:20.500346Z,37.87372156404764,-122.36401128342598,117.29,26.66,239.06,1.484,-1.071,-1.122
B42,2025-02-04T11:42:21.500346Z,37.87017239308744,-122.36581789655897,128.36,-4.92,282.8,1.067,-0.629,1.481
B42,2025-02-04T11:42:22.500346Z,37.87767906325234,-122.36531810769837,113.51,32.88,216.79,1.176,0.145,-0.63
B42,2025-02-04T11:42:23.500346Z,37.85895174542191,-122.37990847324429,97.88,21.61,21.93,1.841,0.458,1.166
B42,2025-02-04T11:42:24.500346Z,37.86560203366682,-122.36717780044353,135.8,-0.68,108.95,-0.439,1.832,0.418
B42,2025-02-04T11:42:25.500346Z,37.87770749466165,-122.36478743224868,1.33,0.34,229.77,1.612,0.646,-0.263
B42,2025-02-04T11:42:26.500346Z,37.877161099608934,-122.38041762865055,70.71,9.18,47.02,0.523,-0.795,1.848
B42,2025-02-04T11:42:27.500346Z,37.86960099505563,-122.37163733738673,21.77,-9.55,79.81,1.256,0.811,-0.558
B42,2025-02-04T11:42:28.500346Z,37.86646280446228,-122.36681866196659,13.73,13.13,121.07,-1.665,-1.057,1.795
B42,2025-02-04T11:42:29.500346Z,37.876165560320814,-122.36370482641422,113.19,29.55,256.74,-0.984,1.968,1.771
B42,2025-02-04T11:42:30.500346Z,37.87735473295713,-122.36570207714561,11.91,-0.94,67.87,1.773,-1.234,-1.938
B42,2025-02-04T11:42:31.500346Z,37.87042422139748,-122.37966958083905,46.1,6.55,37.48,1.7,0.251,1.608
B42,2025-02-04T11:42:32.500346Z,37.86517528758972,-122.37050245683307,75.95,36.96,66.87,0.912,1.007,-0.032
B42,2025-02-04T11:42:33.500346Z,37.87183886948201,-122.36432272224452,39.13,36.38,173.53,-0.152,0.127,-0.409
B42,2025-02-04T11:42:34.500346Z,37.866160670101834,-122.36502221541996,24.98,5.73,336.76,1.998,-1.083,-0.705
B42,2025-02-04T11:42:35.500346Z,37.86123333883398,-122.36917633420755,125.48,33.78,221.94,-1.807,1.323,-1.783
B42,2025-02-04T11:42:36.500346Z,37.866861728178456,-122.38073570182611,5.77,22.65,127.89,0.458,0.723,-0.726
B42,2025-02-04T11:42:37.500346Z,37.87703319284314,-122.38067090774233,6.11,36.12,74.62,-1.913,-1.596,-1.415
B42,2025-02-04T11:42:38.500346Z,37.87607825380792,-122.37622336114019,66.76,-2.26,49.78,-1.137,1.163,0.916
B43,2025-02-04T11:40:59.500346Z,37.87354778104131,-122.3654265925256,108.19,16.33,27.59,1.474,1.583,-0.418
B43,2025-02-04T11:41:00.500346Z,37.86889877644659,-122.37035436162081,18.84,19.3,76.36,-1.358,-0.74,-1.16
B43,2025-02-04T11:41:01.500346Z,37.86742232654249,-122.36986786893505,14.63,15.54,322.99,0.996,1.506,0.259
B43,2025-02-04T11:41:02.500346Z,37.861690108775754,-122.37027376494582,115.16,-1.25,84.1,0.479,0.379,-1.066
B43,2025-02-04T11:41:03.500346Z,37.87086170131605,-122.37773694807719,36.23,33.61,73.89,1.155,1.874,1.571
B43,2025-02-04T11:41:04.500346Z,37.86706776167074,-122.3803121216517,14.91,-7.19,194.04,-0.054,1.906,0.869
B43,2025-02-04T11:41:05.500346Z,37.86761278170498,-122.36900590432127,66.84,25.46,201.9,-0.676,0.535,-0.353
B43,2025-02-04T11:41:06.500346Z,37.86445547674615,-122.36935617718787,16.86,14.82,116.29,1.82,1.305,-0.272
B43,2025-02-04T11:41:07.500346Z,37.85887419132853,-122.3732656233857,69.26,6.71,242.21,0.626,1.623,-0.421
B43,2025-02-04T11:41:08.500346Z,37.875565982509286,-122.37614748082072,96.31,27.21,231.32,-1.823,-1.698,1.387
B43,2025-02-04T11:41:09.500346Z,37.869281015938434,-122.3764028748082,37.17,21.16,79.43,-0.944,-1.766,1.286
B43,2025-02-04T11:41:10.500346Z,37.86377396792478,-122.367564764239,35.82,35.49,128.83,0.579,-1.815,-0.869
B43,2025-02-04T11:41:11.500346Z,37.86436251518946,-122.37197985908658,45.15,30.95,324.5,-0.53,-0.994,1.197
B43,2025-02-04T11:41:12.500346Z,37.86532534632022,-122.36582610110987,38.52,24.09,245.86,-1.677,-0.574,-1.934
B43,2025-02-04T11:41:13.500346Z,37.87171095201668,-122.37056207013123,82.6,14.23,162.74,-0.594,-0.971,-0.393
B43,2025-02-04T11:41:14.500346Z,37.86654627500671,-122.37511790607878,95.25,15.73,240.85,-1.292,1.744,-1.754
B43,2025-02-04T11:41:15.500346Z,37.870960183798076,-122.3727850572197,14.21,-1.64,219.63,-0.389,0.148,-0.641
B43,2025-02-04T11:41:16.500346Z,37.86988841585168,-122.36662910772723,14.5,14.28,164.04,0.691,-1.234,1.559
B43,2025-02-04T11:41:17.500346Z,37.86952062792185,-122.36698101181712,100.11,0.62,265.16,-0.478,1.145,1.913
B43,2025-02-04T11:41:18.500346Z,37.87788683015397,-122.37139514296138,58.91,39.01,161.05,1.783,1.862,-1.25
B43,2025-02-04T11:41:19.500346Z,37.86998912243642,-122.36937141676196,3.43,26.07,334.05,-1.232,1.009,0.92
B43,2025-02-04T11:41:20.500346Z,37.85863600553483,-122.36757626999253,115.33,2.33,346.75,-0.573,-0.877,1.553
B43,2025-02-04T11:41:21.500346Z,37.86412314114741,-122.38096867872231,55.61,28.85,253.75,-1.091,1.631,-1.558
B43,2025-02-04T11:41:22.500346Z,37.85879588512963,-122.36959202597049,94.91,31.67,91.62,-0.035,-0.965,1.397
B43,2025-02-04T11:41:23.500346Z,37.877079946509056,-122.37713364135355,131.46,16.71,314.49,-0.711,-1.365,0.5
B43,2025-02-04T11:41:24.500346Z,37.87697993161645,-122.36157130667692,147.19,15.37,223.04,-1.508,-0.551,1.823
B43,2025-02-04T11:41:25.500346Z,37.87799232515451,-122.36431225306588,119.15,21.05,165.32,1.675,0.006,-1.743
B43,2025-02-04T11:41:26.500346Z,37.86677838473853,-122.3708923445648,113.73,35.29,273.75,-1.153,0.761,1.124
B43,2025-02-04T11:41:27.500346Z,37.874298003571226,-122.37440588498868,31.64,11.72,2.31,-0.903,-0.475,0.6
B43,2025-02-04T11:41:28.500346Z,37.86047210718617,-122.37839079029051,15.13,0.55,277.35,-1.185,-0.382,1.13
B43,2025-02-04T11:41:29.500346Z,37.866402037224574,-122.37972496621414,26.76,2.84,148.43,0.234,-1.327,-0.525
B43,2025-02-04T11:41:30.500346Z,37.86944298623424,-122.37906935628831,5.17,34.09,270.25,0.262,-1.938,-0.632
B43,2025-02-04T11:41:31.500346Z,37.87618779971141,-122.37138996879104,18.6,2.64,76.52,1.643,0.315,-1.753
B43,2025-02-04T11:41:32.500346Z,37.86941078962467,-122.36929341907474,22.73,12.64,26.12,-1.616,1.535,0.434
B43,2025-02-04T11:41:33.500346Z,37.86837994191173,-122.3653830968745,125.07,26.02,301.56,0.379,-0.165,-1.363
B43,2025-02-04T11:41:34.500346Z,37.87598903344156,-122.362955653728,20.43,29.59,146.9,0.245,-1.823,-1.251
B43,2025-02-04T11:41:35.500346Z,37.874943977259704,-122.36283751664021,100.03,-8.55,298.48,-1.729,-1.372,-1.592
B43,2025-02-04T11:41:36.500346Z,37.87790227002509,-122.37294543076179,40.58,33.52,254.28,1.476,0.86,-1.376
B43,2025-02-04T11:41:37.500346Z,37.875543816262855,-122.36325315450968,87.64,18.17,224.2,1.326,-0.426,0.389
B43,2025-02-04T11:41:38.500346Z,37.862367566533806,-122.3765246931211,73.17,30.02,117.41,0.876,-0.091,-1.889
B43,2025-02-04T11:41:39.500346Z,37.85947993213474,-122.37187776897555,108.07,14.43,303.49,-0.096,0.703,0.22
B43,2025-02-04T11:41:40.500346Z,37.86965913050947,-122.38021747404373,138.26,26.91,253.41,1.922,-0.195,0.025
B43,2025-02-04T11:41:41.500346Z,37.865801193805666,-122.37745437598127,100.06,7.8,352.94,1.947,-0.411,-1.891
B43,2025-02-04T11:41:42.500346Z,37.8595178138225,-122.37865086721004,125.42,13.15,266.79,-1.814,-1.187,-1.66
B43,2025-02-04T11:41:43.500346Z,37.87026913515405,-122.37851145687306,135.51,32.98,152.86,-0.178,0.82,1.957
B43,2025-02-04T11:41:44.500346Z,37.86068623040416,-122.3800381839213,27.48,-9.82,61.55,-0.014,1.438,1.635
B43,2025-02-04T11:41:45.500346Z,37.86026868843354,-122.36601182427373,7.16,-2.45,160.86,-1.094,-0.303,0.104
B43,2025-02-04T11:41:46.500346Z,37.876299202418664,-122.37643684169709,38.63,29.32,217.2,-0.569,-1.904,0.07
B43,2025-02-04T11:41:47.500346Z,37.87253222653752,-122.36907614434843,105.75,36.43,324.13,1.985,1.847,1.642
B43,2025-02-04T11:41:48.500346Z,37.878400017475975,-122.37080838937244,103.82,14.15,100.65,1.186,0.513,0.353
B43,2025-02-04T11:41:49.500346Z,37.86021121576755,-122.36680130532923,140.92,12.55,96.56,0.488,-0.954,0.005
B43,2025-02-04T11:41:50.500346Z,37.86375852938211,-122.36427817933209,121.47,18.88,341.36,1.331,-0.5,-1.78
B43,2025-02-04T11:41:51.500346Z,37.86259907141083,-122.37573115719717,60.7,11.69,262.47,0.126,0.688,1.364
B43,2025-02-04T11:41:52.500346Z,37.869808558841534,-122.37200447210284,6.42,26.46,176.16,-1.753,0.314,1.954
B43,2025-02-04T11:41:53.500346Z,37.86406174069523,-122.36356330570838,27.09,2.31,257.47,0.917,-0.491,0.893
B43,2025-02-04T11:41:54.500346Z,37.861074978755006,-122.37423485847275,42.81,16.24,326.33,-0.22,1.451,-0.786
B43,2025-02-04T11:41:55.500346Z,37.860130430489775,-122.36288626245758,142.63,14.05,176.02,0.567,-0.837,-0.487
B43,2025-02-04T11:41:56.500346Z,37.87421604257776,-122.37398500411526,115.01,36.56,213.18,1.911,-1.242,1.538
B43,2025-02-04T11:41:57.500346Z,37.85908165942055,-122.36187879867421,30.5,25.97,16.52,-0.228,-1.833,-0.031
B43,2025-02-04T11:41:58.500346Z,37.86095592259446,-122.37783154248795,128.09,22.9,94.36,1.717,1.828,-0.985
B43,2025-02-04T11:41:59.500346Z,37.87251723691072,-122.3672584512689,36.25,34.41,37.75,-1.716,-1.756,1.546
B43,2025-02-04T11:42:00.500346Z,37.85950933073919,-122.36154289053069,125.02,24.54,308.42,-0.248,-0.676,0.928
B43,2025-02-04T11:42:01.500346Z,37.87503099717716,-122.37651896493678,65.39,-1.38,314.3,-0.47,1.666,-0.969
B43,2025-02-04T11:42:02.500346Z,37.87374136291056,-122.37208503894418,104.35,9.74,198.48,1.65,-1.571,0.7
B43,2025-02-04T11:42:03.500346Z,37.87068178864799,-122.36502323085386,149.27,25.14,324.14,0.631,-0.672,-1.286
B43,2025-02-04T11:42:04.500346Z,37.87488677942425,-122.37679138978861,62.18,10.11,181.68,-1.342,-0.903,0.998
B43,2025-02-04T11:42:05.500346Z,37.87497499429585,-122.37097818445518,88.54,20.83,246.64,1.904,-0.641,-1.815
B43,2025-02-04T11:42:06.500346Z,37.867367192563165,-122.37837783534565,88.6,26.05,30.49,-1.739,0.087,-1.082
B43,2025-02-04T11:42:07.500346Z,37.862477272088576,-122.37707785632932,139.97,-9.14,196.2,0.789,1.501,1.332
B43,2025-02-04T11:42:08.500346Z,37.87190726294378,-122.36436157656354,137.93,18.72,337.65,-0.601,0.781,-0.824
B43,2025-02-04T11:42:09.500346Z,37.87541796889809,-122.3793134014986,48.46,22.19,100.16,-0.483,-0.776,-1.5
B43,2025-02-04T11:42:10.500346Z,37.87606153457264,-122.36447324253402,138.0,22.93,185.86,1.0,1.622,1.33
B43,2025-02-04T11:42:11.500346Z,37.86871247022169,-122.36474353228718,40.98,-1.37,317.74,-1.083,0.242,0.719
B43,2025-02-04T11:42:12.500346Z,37.86847763557983,-122.3710318286301,64.8,3.79,195.66,1.508,-1.744,-0.014
B43,2025-02-04T11:42:13.500346Z,37.87762843765624,-122.37540504622248,143.87,7.68,313.02,0.298,-1.022,-1.05
B43,2025-02-04T11:42:14.500346Z,37.86333396578072,-122.37331147805696,57.12,9.69,204.43,1.381,-1.54,-0.27
B43,2025-02-04T11:42:15.500346Z,37.86393505050746,-122.36194176008595,94.0,22.01,175.01,1.046,1.469,-1.868
B43,2025-02-04T11:42:16.500346Z,37.865511454907036,-122.36228042376943,42.16,18.17,340.07,-1.611,-0.918,-1.637
B43,2025-02-04T11:42:17.500346Z,37.86990504927395,-122.37482623537635,69.2,28.0,124.94,-0.03,-1.499,-1.586
B43,2025-02-04T11:42:18.500346Z,37.86825437907266,-122.36889899465348,80.03,0.67,127.05,-0.491,0.555,-0.4
B43,2025-02-04T11:42:19.500346Z,37.86594940297772,-122.37977354606963,61.27,19.76,250.41,0.817,0.821,0.772
B43,2025-02-04T11:42:20.500346Z,37.858662508008415,-122.36906832885353,86.12,9.68,164.71,-0.95,1.096,-0.375
B43,2025-02-04T11:42:21.500346Z,37.86161699862188,-122.36687245162538,124.65,11.6,71.15,-0.32,0.037,0.716
B43,2025-02-04T11:42:22.500346Z,37.87442093336175,-122.37506537190626,135.55,27.59,53.42,1.673,-0.498,1.952
B43,2025-02-04T11:42:23.500346Z,37.85979393201424,-122.36540449112577,44.38,24.11,129.04,1.985,-1.352,1.404
B43,2025-02-04T11:42:24.500346Z,37.87663198131322,-122.36945950790984,59.33,-9.17,86.66,-0.791,1.55,-1.341
B43,2025-02-04T11:42:25.500346Z,37.876554833762306,-122.36753379318534,31.83,-6.95,69.27,-1.881,-1.549,-0.972
B43,2025-02-04T11:42:26.500346Z,37.8609098179466,-122.37655503060068,2.43,10.74,321.86,1.822,1.836,1.509
B43,2025-02-04T11:42:27.500346Z,37.8630125419493,-122.36579792763814,50.55,33.86,78.17,0.354,-1.211,-1.762
B43,2025-02-04T11:42:28.500346Z,37.86163560136926,-122.38080486414832,96.41,-6.66,173.91,-1.572,-1.488,1.844
B43,2025-02-04T11:42:29.500346Z,37.87823086166091,-122.37758243538374,39.09,1.68,269.01,-1.67,-0.47,0.243
B43,2025-02-04T11:42:30.500346Z,37.87163921964209,-122.36601682118328,38.84,12.12,65.03,-0.18,0.145,1.518
B43,2025-02-04T11:42:31.500346Z,37.86172380631658,-122.37495306833928,22.94,8.87,192.41,0.395,-0.819,-0.411
B43,2025-02-04T11:42:32.500346Z,37.86837707907796,-122.37932698277581,20.99,25.79,69.89,-1.387,0.095,1.992
B43,2025-02-04T11:42:33.500346Z,37.86897946694222,-122.37559566529794,144.46,35.64,276.91,1.575,1.099,-1.107
B43,2025-02-04T11:42:34.500346Z,37.87743485030048,-122.37285736531418,148.06,6.68,352.17,-0.677,1.102,1.386
B43,2025-02-04T11:42:35.500346Z,37.86801076133044,-122.3785361516951,58.5,15.7,221.9,-0.715,1.603,1.101
B43,2025-02-04T11:42:36.500346Z,37.876995324297035,-122.37445750448387,97.76,-7.45,220.34,-0.052,0.844,-0.096
B43,2025-02-04T11:42:37.500346Z,37.876105003334615,-122.36382753616901,97.79,18.38,165.35,-1.665,-0.267,-1.763
B43,2025-02-04T11:42:38.500346Z,37.87132422030007,-122.374575987663,23.98,34.06,56.02,-0.702,-0.753,1.024
B44,2025-02-04T11:40:59.500346Z,37.8621833402494,-122.36644107921951,64.97,29.94,338.01,-1.616,0.361,-1.932
B44,2025-02-04T11:41:00.500346Z,37.86758729981911,-122.36892401450511,68.24,11.22,321.66,-0.049,0.267,1.39
B44,2025-02-04T11:41:01.500346Z,37.86021709958586,-122.37637364487466,12.9,-3.59,246.88,0.153,-1.347,0.335
B44,2025-02-04T11:41:02.500346Z,37.859255479541055,-122.37550135698062,58.74,12.25,181.7,0.97,0.715,-0.251
B44,2025-02-04T11:41:03.500346Z,37.87198004577113,-122.37491209676787,13.84,-1.88,84.28,0.718,-0.528,1.899
B44,2025-02-04T11:41:04.500346Z,37.87728075589214,-122.36942341773387,1.09,1.4,169.17,1.427,0.572,-1.631
B44,2025-02-04T11:41:05.500346Z,37.866937454999714,-122.36298748032577,131.48,18.37,65.03,-0.36,-0.46,-0.366
B44,2025-02-04T11:41:06.500346Z,37.864188669392675,-122.36258706277161,145.46,4.18,203.55,-0.387,0.41,-1.111
B44,2025-02-04T11:41:07.500346Z,37.87806237762546,-122.37092482159113,12.84,37.72,250.03,1.254,-1.831,1.764
B44,2025-02-04T11:41:08.500346Z,37.85886677244308,-122.36642017917595,47.86,23.22,346.92,-0.068,-1.805,-1.563
B44,2025-02-04T11:41:09.500346Z,37.865691450730814,-122.37514570327116,33.94,1.29,271.57,-1.116,-0.89,-1.881
B44,2025-02-04T11:41:10.500346Z,37.865663957291524,-122.37637406687361,104.86,19.97,176.84,1.102,-1.423,-0.1
B44,2025-02-04T11:41:11.500346Z,37.87105833872702,-122.37386695466243,37.3,11.77,265.15,1.625,1.266,-0.075
B44,2025-02-04T11:41:12.500346Z,37.86909290287702,-122.37573186111995,79.52,22.03,194.57,-0.933,0.852,1.931
B44,2025-02-04T11:41:13.500346Z,37.86113830032733,-122.37620656276835,129.96,32.1,224.53,-1.27,-1.063,0.647
B44,2025-02-04T11:41:14.500346Z,37.86164303037953,-122.37305515329683,86.38,-4.61,156.91,1.009,1.164,-1.921
B44,2025-02-04T11:41:15.500346Z,37.86842029194455,-122.3613862464115,1.68,24.17,101.36,-1.261,-0.262,-1.547
B44,2025-02-04T11:41:16.500346Z,37.85887849060226,-122.36274207581258,87.62,36.38,291.5,-1.072,0.684,0.32
B44,2025-02-04T11:41:17.500346Z,37.876801520421395,-122.36218600144386,136.03,22.41,91.13,-1.819,0.102,0.225
B44,2025-02-04T11:41:18.500346Z,37.86244830976077,-122.3707555900387,64.81,38.08,248.27,1.554,-0.997,-1.15
B44,2025-02-04T11:41:19.500346Z,37.87035232508094,-122.37336576162217,23.38,12.11,126.78,-1.651,1.396,-1.892
B44,2025-02-04T11:41:20.500346Z,37.85908188647763,-122.36374447362762,137.83,9.37,297.37,-0.992,1.822,1.28
B44,2025-02-04T11:41:21.500346Z,37.86789435887125,-122.36580818683558,98.1,34.66,10.45,0.376,-1.162,-1.652
B44,2025-02-04T11:41:22.500346Z,37.8608293372105,-122.37389445191103,62.87,15.01,42.33,-0.378,-0.119,1.943
B44,2025-02-04T11:41:23.500346Z,37.87375654007584,-122.36480794582519,93.94,20.72,234.56,0.571,-1.957,-0.098
B44,2025-02-04T11:41:24.500346Z,37.86799120695071,-122.37051692351297,51.2,6.39,80.66,1.176,1.668,-0.768
B44,2025-02-04T11:41:25.500346Z,37.859674332125124,-122.3637521445134,81.63,38.37,163.25,-0.481,0.691,-1.142
B44,2025-02-04T11:41:26.500346Z,37.87173806149387,-122.3650445962224,77.27,13.85,339.09,-1.152,-0.526,0.765
B44,2025-02-04T11:41:27.500346Z,37.8591939595551,-122.37856423733058,114.01,11.93,107.28,0.574,-1.282,-0.125
B44,2025-02-04T11:41:28.500346Z,37.86054360923577,-122.36385093879757,34.82,11.15,252.86,1.155,0.797,-0.031
B44,2025-02-04T11:41:29.500346Z,37.87353369938813,-122.3610873438257,149.81,28.46,299.0,0.436,-1.595,0.023
B44,2025-02-04T11:41:30.500346Z,37.86856215688792,-122.36882635208188,87.24,-0.52,193.76,-1.493,-1.629,-0.296
